Contents,Class
@WalidShoebat Most Muslims instinctively understand that Islam cannot survive in light of day and must be protected by blasphemy laws #Islam,racism
@hdmovieus Islam is terror.  To fight terror you have to fight Islam. Your prophet and your god are both sick terrorists. #Islam,racism
"@aquarellerivers Having read the Quran and Hadiths, I discovered that Islam is a murderous, bigoted, sexist, hate mongering cult.",racism
"Professor attacked on campus for telling truth about Islam, the religion that cannot survive without killing speech. http://t.co/uKr78i0Kch",racism
@Raqqa_Sl The prophet of Islam made his living robbing caravans.  So of course ISIS will make money stealing if they can.,racism
@Zahoorgorsi What the Americans did in Iraq was allow the Iraqis to elect their leadership.  Sunnis and Shia killing each other is Islam.,racism
"@scamp_faridxx Actually, Islam is a fraudulent religion that was made up long after it was supposedly founded. http://t.co/fBhiH42B8M",racism
"@scamp_faridxx @cameIzzz The problem was not the communists atheism, but rather their totalitarianism, just like Islam.",racism
@scamp_faridxx And historians have actually made countless efforts to independently collaborate anything in Islam.  It's totally fabricated.,racism
@joedalton2015 @scamp_faridxx The reason that is newsworthy is because the Muslim contribution is so much more often destructive.,racism
@YallaSouriya The difference between the Daesh and the FSA is not that big.  The FSA are also Islamolunatics.,racism
RT @ThePoliticalHat: The next successor to the Saudi throne will be the son of a slave girl http://t.co/C1XmXLtLXQ http://t.co/WtDeBOE1HA,racism
"@BurcuCekmece Mullah Oktar is a liar and an Islamofanatic.  He hates the YPG for their secularism, so he makes up garbage about them",racism
RT @DorvalTony: @baykara7 Religion my ass. Death cult. http://t.co/ItGxKuUwBM,racism
"@aymannathem What is wrong with that, considering how the Sunni Arabs have been exterminating everyone else for 1400 years.",racism
One of the pedophile prophets big battles was the battle of the trench in Medina. ISIS are trying to imitate that trick with a Mosul trench.,racism
"@_Ibn_Latif @Colonel_Shami The prophet Mohammed used catapults on cities, killing women and children. So you just called him a coward.",racism
"@_Ibn_Latif @Colonel_Shami ISIS mortared Kobane, killing women and children, so you just called ISIS cowards.  LOL. Idiot!",racism
@_Ibn_Latif @Colonel_Shami Mohammed hid behind a trench in Medina when the Meccan army showed up.  So I guess he was a coward for that also.,racism
"RT @Greg389: Theresa May today pleaded with #Jews not to leave. Jews build wealth, Muslims take welfare. Simple economics. http://t.co/lvaN?",racism
"@ShariaIsJustice Yeap, Islam is for ignorant butts.",racism
Two good books that document the depravity of Islam. http://t.co/L4J2wWFMEx,racism
@drazmat22 Islam killed it.,racism
@anjemchoudary But Islam puts out the light and makes life too dark to bear.,racism
@Amjem Choudary tells the truth about Islam. Islam has no spirituality. It is only about forcing the world to obey. https://t.co/suZMc5AlEr,racism
@LifeInKhilafah The cancer of Islam pushes even babies to begin thinking about murdering their fellow human beings.,racism
"@LifeInKhilafah LOL. The ME was very creative before Islam.  Most ""Muslim"" discoveries came from conquered Persians.",racism
"@LifeInKhilafah And those few discoveries were made despite Islam, not because of it. Islam has contributed nothing to mankind in 1000 years",racism
"@LifeInKhilafah The prophet Mohammed was illiterate, superstitions, and knew nothing but war, theft and slave trading.",racism
@LifeInKhilafah What's to understand. The Daesh have passed a law that people cannot leave Raqqa or Mosul because they are sewers of terror.,racism
@LifeInKhilafah Salahuddin was a general who fought for Islamic slavery.  What does that have to do with Kurds fighting for freedom today?,racism
@LifeInKhilafah No the lies that I tell come directly from the Quran and Hadiths. Like declaration of war on humanity http://t.co/oC5Y5Cb740,racism
"@LifeInKhilafah For example, Muslims claim Algebra, but the Greeks and Indians were making good progress on Algebra before Mohammed was born",racism
@LifeInKhilafah The hatred against Jews and Christians and others was begun by Mohammed. http://t.co/FBflCFDLu8,racism
"@LifeInKhilafah What is there to teach? We both know that the Quran is a cult manual of hatred, imperialism, murder, sexism, and bigotry.",racism
@LifeInKhilafah You can't even imagine how I think because I cannot imagine how anyone would take such a vile religion as Islam.,racism
"@LifeInKhilafah Well, since Islam is full of hate and divisiveness, it does bring thugs who hate to Islam.",racism
@LifeInKhilafah Daesh price list for Yezidi and Christian sex slaves. http://t.co/H4ELrfxhSm,racism
@LifeInKhilafah Our poor live far better than the middle class of most Muslim countries.,racism
@LifeInKhilafah Sharia - taking injustice to new heights.  #Islam http://t.co/mnN6nnR8zL,racism
"@LifeInKhilafah You must have found it in your imagination, because it doesn't exist in Islam.",racism
"@LifeInKhilafah You are the one sitting in a black tent holding an AK, so don't talk to me about hate.",racism
@LifeInKhilafah You will see that loss of men and weapons accelerate land loss in the next few months. The Kurds are on the Mosul doorstep.,racism
@LifeInKhilafah You must be really young and ignorant if you think a few bombing runs are going to cause anyone to miss a meal. LOL.,racism
@LifeInKhilafah The people studying Islam all have the IQ of a camel.  A ten year old could figure out that this religion is evil by design.,racism
@LifeInKhilafah You are right. The violent murdering Muslims are the only ones who understand the meaning of their religion.,racism
"RT @Cameron_Gray: cc: Silent Western feminists

MT @ILNewsFlash: #ISIS Executes 7 Women For Refusing ?Temporary Marriage? (Rape) http://t.c?",racism
"@ShamiAnalyst They can't read, write, do math, or produce anything. But they can kill people, so they are good Muslims. #Islam",racism
"@LifeInKhilafah Islam, on the other hand fights to take away people's freedom and force them to obey an imaginary terrorist god.",racism
@OmarShakir91 @EatingMyPeaz Hamaz never stopped it's war on Israel.  Islam never stopped it's war on humanity.,racism
RT @curdistani: ISIS intend turn war of Islamism into ethnic war of Pan Arabism&amp;Kurd in Mosul. As evidence show they are conducting Pan ara?,racism
"@Jihadii8 @AkEl_Saruman No he's not.  He's an idiot.  He retweets things like ""nigger hunting licenses"" that never existed. He's a fraud.",racism
"@Habibiline @Jihadii8 Not to mention crushing poverty, endless violence, and legal forced marriage of 8 year old girls.",racism
@AbuYigitAlCahrz @LeonardoMaxwel1 Another barbaric aspect of Islam is to murder people for the way they were born.,racism
@AbuYigitAlCahrz @LeonardoMaxwel1 Could that be because Islam declared war on humanity 1400 years ago? http://t.co/xZjOzUQnZx,racism
"@france7776 Soon they will have to ask their uneducated, moronic Madrassa rats to do surgery.  A butcher knife and a prayer.",racism
"@cnni Nope.  With #democracy man makes all the laws by vote; with #Islam, Allah makes all the laws by the sword.  The two cannot coexist.",racism
@historyscoper The Jews of Europe should just come to the US. Then the Europeans can allow Islam to take them backwards.,racism
@98Halima @johnnygjokaj @cdnKhadija @BilalIGhumman @rfrankh53 The battles were won because Mohammed gave his thugs 80% of what they stole.,racism
RT @PeterTownsend7: #isis #muslim #Islamophobia? I think the word you're searching for is #Islamorealism  http://t.co/NyihT8Bqyu http://t.c?,racism
@BilalIGhumman @98Halima @johnnygjokaj @cdnKhadija @rfrankh53 In Islam all the facts are also foul. http://t.co/Dk8XQffRYF,racism
@BilalIGhumman @OdiniaInvictus @IsraeliRegime That old line of BS.  There are over 100 Islamic terrorist orgs. No other religion is close.,racism
#Islam is designed to be a crushing of the human spirit with laws that only provide one outlet - the brutalizing of non Muslims.,racism
"@BilalIGhumman @98Halima @johnnygjokaj @cdnKhadija @rfrankh53 Like I said,that is a stupid comment that seeks to hide the vileness of  Islam",racism
@BilalIGhumman @98Halima @johnnygjokaj @cdnKhadija @rfrankh53 A typical Muslim response is to excuse Muslim barbarity by pointing elsewhere.,racism
"@BilalIGhumman @98Halima @johnnygjokaj @cdnKhadija @rfrankh53 Honest and fair is that Islam is a religion of hate, murder,bigotry and sexism",racism
"@BilalIGhumman @OdiniaInvictus @IsraeliRegime That is why we are going secular, microbrain. And Islam is as disgusting as ever.",racism
@BilalIGhumman @98Halima @johnnygjokaj @cdnKhadija @rfrankh53 The stupidist arguments are the ones rationalizing the barbarity of Islam.,racism
"@98Halima @BilalIGhumman @johnnygjokaj @cdnKhadija @rfrankh53 The Quran was produced by a pedophile, slave trader, caravan robber, murderer.",racism
@98Halima @rfrankh53 @BilalIGhumman @johnnygjokaj @cdnKhadija If there was a Satan he would have invented Islam.,racism
@98Halima @BilalIGhumman @johnnygjokaj @cdnKhadija @rfrankh53 You like words. They all say Islam is vile. http://t.co/z7sHiL8BDG,racism
@98Halima @cdnKhadija @rfrankh53 @BilalIGhumman @johnnygjokaj If you had a brain it would be revolted by Islam.,racism
@cdnKhadija @rfrankh53 @98Halima @BilalIGhumman @johnnygjokaj You do understand that Mohammed was a sexist? http://t.co/LQAdLVAXCw,racism
@98Halima @johnnygjokaj @BilalIGhumman @cdnKhadija @rfrankh53 The Jews lived on 40% of Arabian peninsula before Mohammed began genocide.,racism
"@BilalIGhumman @johnnygjokaj @98Halima @cdnKhadija @rfrankh53 The Muslims attacked Europe 400 years before crusades, microbrain.",racism
@98Halima @cdnKhadija @BilalIGhumman @johnnygjokaj @rfrankh53 The logic of a retarded madrassa rat.,racism
@98Halima @johnnygjokaj @cdnKhadija @rfrankh53 Proof Mohammed was a pedophile. http://t.co/BZCt7Z9adC,racism
@johnnygjokaj @BilalIGhumman @98Halima @cdnKhadija @rfrankh53 There is nothing that ISIS does that the prophet Mohammed didn't also do.,racism
@98Halima @BilalIGhumman @johnnygjokaj @cdnKhadija @rfrankh53 ISIS has slavery because the prophet Mohammed was a slave owner and trader.,racism
@98Halima @cdnKhadija @rfrankh53 @BilalIGhumman @johnnygjokaj ISIS beheads people because Mohammed beheaded 600 Jews in one day.,racism
@98Halima @johnnygjokaj @cdnKhadija @rfrankh53 ISIS makes women cover and locks them up because that is what Mohammed did.,racism
@98Halima @rfrankh53 @BilalIGhumman @johnnygjokaj ISIS practices genocide because the prophet Mohammed practiced it.,racism
@98Halima @johnnygjokaj @BilalIGhumman @cdnKhadija @rfrankh53 ISIS wants to control the world because Mohammed wanted to control it.,racism
@98Halima @johnnygjokaj @BilalIGhumman @cdnKhadija @rfrankh53 I know that the scum Mohammed engraved hatred for Jews into Islam.,racism
@98Halima @johnnygjokaj @BilalIGhumman @cdnKhadija @rfrankh53 And Muslims never progress. They are still barbaric. http://t.co/mw2fGIvrkK,racism
@98Halima @johnnygjokaj @BilalIGhumman @cdnKhadija @rfrankh53 Nothing is more barbaric that the Muslims. http://t.co/oWdV64PDDT,racism
"@98Halima @johnnygjokaj @BilalIGhumman @cdnKhadija @rfrankh53 As tiny as Israel is, the Muslims want it exterminated. http://t.co/YbUDGXOlcO",racism
@cdnKhadija @johnnygjokaj @98Halima @BilalIGhumman @rfrankh53 Tell me something that ISIS does that Mohammed did not do.,racism
@98Halima @johnnygjokaj @BilalIGhumman @cdnKhadija @rfrankh53 Majority of Muslims are sexist and bigots. http://t.co/xjd8w98ITE,racism
"@98Halima @johnnygjokaj @rfrankh53 @BilalIGhumman @cdnKhadija No Muslim land has ever lived under anything but tyrants, dummy.",racism
@cdnKhadija @johnnygjokaj @BilalIGhumman @98Halima @rfrankh53 The term Islamophobe makes as much sense as Naziophobe.,racism
"@98Halima @BilalIGhumman @johnnygjokaj @cdnKhadija @rfrankh53 If you don't want to read a pedo, you have to stop reading the Quran.",racism
@cdnKhadija @johnnygjokaj @rfrankh53 @98Halima @BilalIGhumman Mohammed was murdering Jews before Zionism existed.,racism
@98Halima @rfrankh53 @BilalIGhumman @johnnygjokaj The little girls draw the highest price because of your pedophile prophet.,racism
@cdnKhadija @johnnygjokaj @BilalIGhumman @98Halima @rfrankh53 We don't make prophets out of pedophile priests. We get rid of them.,racism
@cdnKhadija @johnnygjokaj @BilalIGhumman @98Halima @rfrankh53 But at least half of Muslims are extremists. Again. http://t.co/Zkt4vi0Wq3,racism
@cdnKhadija @johnnygjokaj @BilalIGhumman @98Halima @rfrankh53 Raping children is what Mohammed did.,racism
@cdnKhadija @johnnygjokaj @BilalIGhumman @98Halima @rfrankh53 And the Quran sanctions raping slave girls.,racism
@warriorsialkot @BilalIGhumman @johnnygjokaj @98Halima @cdnKhadija There is nothing that ISIS does that prophet Mohammed did not also do.,racism
@anjemchoudary @JihadiA8 Sharia put the Muslim world 1000 years behind the rest of civilization and tortured minorities.,racism
"@JihadiA8 @Lisa_Marie74 Your prophet used catapults to attack cities, murdering women and children.  So what are you crying about?",racism
"@JihadiA8 @Lisa_Marie74 Islam declared war on all mankind 1400 years ago, now Muslims cry like babies when others respond in kind.",racism
@harun_yahya Yahya flips out about PKK being communists.  But that is clearly no longer true. Just propaganda.  http://t.co/UxQSWBGYPk,racism
RT @TRobinsonNewEra: If you harbour any doubts about what % Muslims believe sharia note this data 36%/310.5 million nontrivial http://t.co/?,racism
@AmandaSheils1 @Colonel_Shami The prophet Mohammed was a big murderer. He once beheaded 600 Jews in one day. ISIS does what he did.,racism
@ExposeFalsehood @arabthomness But this is a good lesson that you can't win in the 21st century with ignorant madrassa rats.,racism
@ExposeFalsehood @arabthomness Mohammed was illiterate and superstitious and Islam's backwardness is catching up to it's Jihadis.,racism
@Ib_Alkisai Islamic documentation is based on belief.  Historical documentation is based of factual research.,racism
@AmandaSheils1 @Colonel_Shami And we fought the Germans for their actions.  The first crusades were Muslims attacking Christiandom.,racism
@AmandaSheils1 @Colonel_Shami Polls show that the majority of Muslims are very primitive in their believes. http://t.co/Vp7v6zZsuO,racism
@AmandaSheils1 @Colonel_Shami You are pandering to a religion that declared war on all humanity 1400 years ago.,racism
"@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime No, Muslims follow a religion based on terrorism, not Jews.",racism
"@sajid_fairooz @IsraeliRegime Muslim declared war on humanity and their have been murdering men, women, and children for 1400 years.",racism
@ingyusarms My point is that there is nothing that ISIS does that Mohammed did not also do.  Both are sick and disgusting criminals.,racism
"@ingyusarms Everyone else does not follow a pedophile prophet who owned 27 slaves, robbed caravans, and raped women - only Muslims.",racism
@ingyusarms I've spent more time studying and thinking about religion than you've been alive.  I understand Islam perfectly.,racism
@ingyusarms There is actual spirituality in Buddhism and Tao.  There is zero spirituality in Islam.,racism
@ingyusarms Earthly tyrants want to be feared because for them fear is control and obedience.  The writer of the Quran was unsophisticated.,racism
@ingyusarms Earthly tyrants are also egotistical and want everyone to admire them and bow down to them. So the Quran writer imagined god.,racism
@ingyusarms The Quran writer imagined god as egotistical and as wanting to be worshiped and bowed to because he was unsophisticated.,racism
@ingyusarms God has zero need of our worship or admiration or obedience.  It does nothing for god.,racism
"@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime Buddhist teaching does not contain violence, hatred, or jihad. Islam does.",racism
@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime The problem with Islam is that it cannot be fixed and still be Islam.,racism
"@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime The Quran itself is the source of the hatred, murder, imperialism, sexism.",racism
@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime So the only way the problems of Islam can be fixed is to outlaw Islam.,racism
"@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime ....are not destructive and inhuman by design, like Islam.",racism
"@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime Jesus didn't murder, rape, rob, go to war or own slaves like Mohammed.",racism
"@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime He didn't discuss their wealth, he discussed Islam's barbarity.",racism
@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime The difference between Judism and Islam is no foundation in Jihad in Judaism.,racism
"@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime Judaism doesn't want to take over the world, like Islam.",racism
@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime Can't expect honesty from people who follow a caravan robber.,racism
@SirajZarook @OdiniaInvictus @BilalIGhumman @IsraeliRegime No the hatred was all started by Mohammed. http://t.co/Yyl4nn6LgN,racism
"@SirajZarook @OdiniaInvictus @BilalIGhumman @IsraeliRegime A good Muslim is good despite his bad religion, not because of it.",racism
@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime I know about Judaism.  I don't recommend it.  But most Jews are secular.,racism
"@SirajZarook Mo expelled two Jewish tribes from Medina and stole their property.  The third tribe he beheaded all the men, enslaved the rest",racism
"@SirajZarook @OdiniaInvictus @BilalIGhumman @IsraeliRegime Later he attacked the Jews of Khybar, killed many, stole their property.",racism
"@SirajZarook @OdiniaInvictus @BilalIGhumman @IsraeliRegime As a result of Muslim hatred, there are no Jews or Christians left in Saudi.",racism
"@SirajZarook @OdiniaInvictus @BilalIGhumman @IsraeliRegime Because of Muslim hatred there will soon be no Jews, Christians, Yezidis in ME.",racism
"@SirajZarook No, that is the excuse Mohammed used to rob and murder. He states his genocidal intention here. http://t.co/wWopuMN3xY",racism
"@SirajZarook And traitors are individuals, not tribes and their women and children. You make up lying excuses for barbarity like a Muslim.",racism
"@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime Scandinavian people will not be displaced by Jews, they'll be displaced by Muslim",racism
"@DorvalTony @brassidio If rape, murder, pedophelia, bigotry, war, sexism, and genocide are just and peaceful, the Islam is just and peaceful",racism
"@Dabiq_Warrior @Totenleserin In other words, you were too stupid to understand that your 7th century barbarity would bring more enemies.",racism
@Dabiq_Warrior @Totenleserin More like three thousand.  And most of it was done by the Kurdish girls.,racism
@Dabiq_Warrior @Totenleserin And it cost ISIS half their best fighters.  The city can be rebuilt - free of the ISIS animals.,racism
@Dabiq_Warrior @Totenleserin Countryside will be easy to take. Mosul and Raqqa will be difficult because the Daesh will hid behind civilians,racism
@Dabiq_Warrior @Totenleserin Daesh threw a major offensive Friday to show they were still strong.  They only managed to show their weakness.,racism
"@Totenleserin @Dabiq_Warrior That whole ""lions of Islam"" thing is like some kind of red neck comedy.",racism
"@Dabiq_Warrior @Totenleserin @P_Valerianus @CaliphFaggoti Buildings are not as valuable as the men you lost, even if they were rats.",racism
"RT @sudixitca: Pakistan is a nation of haters, killers and savages. See this @Razarumi tweet. Barbarism is in the masses' minds. http://t.c?",racism
RT @sudixitca: Greece is like a patient in the ICU who doesn't want to pay for the meds and hospital stay. #EUWelfareScheme,racism
Why would anyone loan money to Greece when they can be 99.9% certain it will never be paid back.,racism
@sajid_fairooz @IsraeliRegime Yes they are Jew hating barbarians.,racism
"@sajid_fairooz @IsraeliRegime And you are an obvious liar, because you pick the smallest part of the story to tell your lie with.",racism
"@sajid_fairooz @IsraeliRegime Then he attacked and defeated the third Medina tribe, beheaded all the men and enslaved women and children.",racism
"@sajid_fairooz @IsraeliRegime Then he launched a completely unprovoked attack on the Jews of Khybar, murdered many and stole their land.",racism
@sajid_fairooz @IsraeliRegime And periodically the Muslims went on rampages and murdered masses of Jews. This happed all over Muslim world.,racism
@sajid_fairooz @IsraeliRegime The treatment of Christians was nearly as bad.  And people not of the book were murdered outright.,racism
@sajid_fairooz @IsraeliRegime Not a single one was left in many gulf states.  And the process of their extermination continues.,racism
@sajid_fairooz @IsraeliRegime So don't feed me your little piece of taqiyya BS.,racism
@nyc2peach @sajid_fairooz @IsraeliRegime The Muslims are out of control and determined to steal the last tiny piece of land left to the Jews,racism
"@Annegrethe @GregJaffe Yeah, let the barbarians have it and hope they come for us last.",racism
"@PressTV Like every Muslim country, they find money for weapons, but they don't have the money for schools.",racism
RT @KenRoth: Women from Pakistan's Christian and Hindu minorities are particularly vulnerable to forced marriage to Muslim men. http://t.co?,racism
@UmarMal And yet our number and quality of schools are luxurious compared to Pakistan where 40% don't even have working toilets.,racism
"@UmarMal compared to the sewer and violence and poverty of Muslim Pakistan, Americans live in opulence.",racism
@UmarMal You Muslims should kiss our ass for buying your oil.  If we didn't you'd be riding camels and the population of the ME would be 1/3,racism
@UmarMal Colonizing and raping is how the Muslim world got to be the size it is.  The first crusades were Muslims invading Europe.,racism
"@UmarMal And without western invention, the Muslim oil resources would be nothing but a filthy, useless liquid.",racism
@UmarMal And I'm not sure how you can yammer about homelessness when Muslims are still murdering people for apostacy and blasphemy.,racism
@Citywolf_IS3 @azzamalirhabi Looks like the Daeshbags are now completely broken and fleeing the Kobane area. http://t.co/gZnfQd5nNi,racism
"@seekingjannah3 @Citywolf_IS3 @Censored31 Yes, but it smells great now that the Daesh rats have run.",racism
@Agha_Memnun @BreitbartNews This is what Christians and other non Muslims have had to deal with for 1400 years in the Middle East.,racism
"RT @sudixitca: Our Prophet Our Honor = Rape, Beheadings, and Genocide Our Honor = Muhammad Does not Deserve Respect.",racism
@ameytahl Leave it to some microbrain to get sanctimonious by finding a way to play the race card.,racism
@ameytahl @buberzionist @MJayRosenberg Maybe you should encourage more Jewish girls to marry black men to show how you are open minded.,racism
@ameytahl @Sam_Schulman @mathof1 I hear all kinds of people say that Jews control the agenda and the media.,racism
@UmarMal You sound like an Islamolunatic.,racism
"@UmarMal All the rest are impoverished, like every Muslim country that doesn't have an ocean of oil.",racism
"@UmarMal A worshipper of the pedophile prophet has no room to call anyone a biggot, since Islam is a religion of hate and bigotry.",racism
@aliabdalhamid @izrinhariri Obviously you know nothing about your religion.  Permission to rape slave girls is in both Quran and Hadiths.,racism
"@aliabdalhamid @izrinhariri In Islam, the only ""innocent souls"" are Muslims.  Anyone else is fair game for any abuse.",racism
RT @sudixitca: I once again want to express my gratitude towards my ancestors for not converting to Islam. I would have no place to hide in?,racism
"@BBCBreaking Yes, we have heard it a million times.  Islam is not about Islam.",racism
"RT @saraewilliams: New chant outside the diwan in #Amman: ""No Tahawi, no Zarqawi, we want to execute al-Rishawi""",racism
@hahellyer True. Stoning and beheading were much more to Mohammed's taste.,racism
@Missy10013Kathy More of the same kind of burning by other Muslims. http://t.co/qG7AQjdGAQ #Islam,racism
@JenniHesterman Religion is a factor.  ISIS kills Sunnis for disobedience.  They kill religious minorities just for being non Sunni Muslims.,racism
"Different groups in the ME are competing to see who can be the most Islamic by being the most barbaric, autocratic, and inhuman. #Islam",racism
"@dlsaudiarabian Yes, it's a violation of Islam because Islam demands that he be beheaded rather than burned.",racism
RT @Joeadeh: The Islamic Organization (ISIL) forcing Christian people remaining in Mosul to attend sessions for Koran conservation http://t?,racism
@Brown_Saraah Terrorism has been the core of Islam ever since the fraudulent prophet Mohammed invented it.,racism
RT @TRobinsonNewEra: http://t.co/SCPKHxreTP BREAKING NEWS: 25 muslim men charged with sexual offences against two children in Calderdal #ha?,racism
RT @PamelaGeller: UK: Hundreds more Muslim child rape gang cases discovered; authorities still hiding them for fear of islamopho... http://?,racism
RT @zezitom: If we dont ban #ISLAM they'll ban us RT @ArcticFox2016: New Islamic State Video Features French (cont) http://t.co/3WnMheGUhv,racism
"Our journalists watch ISIS burn a man in a cage, and they respond with the same tired cliche about ""hijacking the religion"" BS! It's #Islam",racism
"@semzyxx @NAInfidels @owais00 There is nothing in the Quran about forbidding child marriages, and Mohammed married Ashia at the age of 6.",racism
"@owais00 @semzyxx @NAInfidels Wrong, microbrain, she was 6, and you, like your prophet, are a liar. Here is the proof http://t.co/Q95eI17SuA",racism
@semzyxx @NAInfidels @owais00 Debunked what ignorant one.  You are debunked by this. 8 Hadith say she was six. http://t.co/4OQ6GYKnWB,racism
@semzyxx @NAInfidels @owais00 Again proving how Muslims are liars.  The Muslim students of USC have a Hadith database.,racism
@semzyxx @NAInfidels @owais00 And the Muslim students Hadith database shows Ashia was 6 when the pedo Mohammed married her.,racism
@semzyxx @NAInfidels @owais00 Muslims always look to excuse the barbarity of Islam by changing the subject.,racism
@rico_hands @semzyxx @NAInfidels @owais00 Another  Muslim troll trying to hide the fact that his prophet was a pedophile by changing subject,racism
@rico_hands @semzyxx @NAInfidels @owais00 Following example of their prophet Muslims are still commonly marrying children. No one else is.,racism
@rico_hands @NAInfidels @semzyxx @owais00 Who cares.  Jews don't marry children.  Muslims do.  All the time.,racism
@rico_hands @NAInfidels @semzyxx @owais00 Nothing justifies the existence of any Muslim country.  All Muslim land is stolen land.,racism
"@rico_hands @NAInfidels @semzyxx @owais00 Hey, idiot! You can't use the problems of Judaism to justify the barbarity of the Quran.",racism
"@semzyxx @NAInfidels @owais00 Furthermore, you cannot identify a single verse of the Quran that limits the age of marriage of a girl.",racism
"@semzyxx @owais00 Again, a Muslim liar trying to change the subject to hide the proven fact that her prophet is a pedophile.",racism
@semzyxx Do you approve of your prophet raping children?,racism
@semzyxx @NAInfidels @owais00 I don't give a shit about what the Talmud says because  Jews all live under secular laws not under Talmud.,racism
@semzyxx @NAInfidels @owais00 But Muslims are dying to live under Sharia and to bring back all the vileness and barbarity of their prophet.,racism
"@semzyxx @NAInfidels @owais00 As you can see for yourself, pedophelia is illegal in Israel, but is legal in Muslim countries. Outlaw Islam!",racism
"@semzyxx Do you approve of your pedophile prophet raping a 9 year old girl, like it says in 7 hadith?",racism
"@semzyxx Your prophet was a low life murdering, raping, robbing, bigoted, sexist, pedophile.",racism
"@semzyxx Now, since you claim that Islam limits age of marriage, but produce no verses to back up your lies, you are blocked.",racism
@obsurfer84 This guy is a Muslim who is lying Mohammed. There are 7 Hadith that clearly and explicitly state that Aisha was 6 when married.,racism
When Muslims try to defend their prophet against pedophelia they never tell you about the proof that he was a pedo. http://t.co/19RSG7nHAh,racism
@obsurfer84 The story about her age came from both Aisha and Ursa. It can be found in both Bukhari and Muslim.,racism
"@obsurfer84 Furthermore, all the Hadiths about Aisha's age are classified as Sahih - meaning Sound.",racism
@obsurfer84 @teenage Dodge rambles on making assertion after assertion with zero evidence and no references in Quran or Hadith. It's garbage,racism
@obsurfer84 Defensive sword? ROFLMAO. The Muslims defended themselves all the way to France and India.,racism
@obsurfer84 What was Mohammed defending when he attacked the Jews of Khybar?,racism
@PatVPeters Funny how defenders of Islam like to bring up the crusades. But the Muslim crusaders were attacking Christianity first.,racism
@PatVPeters Obama refuses to recognize that there is no difference between the behavior of the prophet Mohammed and ISIS.,racism
"RT @WolfSpirit2013: Obama's peaceful Islam. Islam that ""no one"" is allowed to challenge, even if it means muslims threatening your life. ht?",racism
RT @joe_nuzz: Why Our President Chose to Insult Christianity and Excuse Militant Islam at the National Prayer Breakfast   http://t.co/c6IwF?,racism
RT @joysamcyborg: Nazism has revisited Europe..this time in garb of Islam. Wave of Antisemitism hits Europe http://t.co/blWnZAHwP5 http://t?,racism
"RT @joe_nuzz: Ezra Levant - From Canadian jihadis to ISIS, it's all Islam http://t.co/hWHVLwbWIS via @wordpressdotcom",racism
@oni_keji @TheAtlantic This is political opinion.  The truth is that Islam is itself radical and we must outlaw it.,racism
@oni_keji @TheAtlantic The Quran clearly and explicitly declared war on all humanity 1400 years ago.  So humanity must declare war on Islam.,racism
"@teddyboylocsin @tweetybird2009 @PatVPeters ISIS beheads people, Mohammed beheaded 600 Jews in one day.",racism
@teddyboylocsin @tweetybird2009 @PatVPeters Mohammed was a caravan robber.  ISIS steals others property.,racism
"@teddyboylocsin @tweetybird2009 @PatVPeters Mohammed had people,who disagreed with him murdered. ISIS murders the same.",racism
@teddyboylocsin Mohammed told women to cover up and stay home.  ISIS tells women to cover up and stay home.,racism
@teddyboylocsin @tweetybird2009 @PatVPeters Mohammed was an imperialist that led 17 major military expeditions. ISIS is imperialist.,racism
@teddyboylocsin @tweetybird2009 @PatVPeters When has he ever done anything else?,racism
"@teddyboylocsin @tweetybird2009 @PatVPeters ISIS practices slavery and rape, Mohamed practiced slavery and rape.",racism
@teddyboylocsin @tweetybird2009 @PatVPeters Mohammed had a child bride.  ISIS marries off children.,racism
@VannCastro @tweetybird2009 @PatVPeters Right. Every Pres in history has been heavily criticized. But doing it to Obama has to be racist.,racism
@obsurfer84 Wrong Jewish tribe microbrain.  The Jews of Khybar had nothing to do with Mohammed.,racism
@obsurfer84 They welcomed Islam with a sword at their throats. There was nothing kind about Islam. It was a religion designed for thugs.,racism
"@obsurfer84 You claim to be anti religion, yet you spend all your time lying for the benefit of Islam, the religion of hate.",racism
@obsurfer84 @teenage Let people read the Quran and see that it comes from hate. http://t.co/cuQDA0n32q,racism
@obsurfer84 @teenage Let people look at the polls that Muslims answered and see that they come from hate. http://t.co/j2BAMNBzi4,racism
@obsurfer84 @teenage It's a guide for nothing. It's Islam's claims of the laws of god.  And Islam's god is a terrorist. Islam's prophet too.,racism
